type,medicine,condition,food,interaction,explanation,safe_alternative
medicine,citalopram,,edamame,safe,Edamame with citalopram generally poses no significant problem when consumed in moderation.,
medicine,iron supplements,,paratha,safe,Paratha with iron supplements generally poses no significant problem when consumed in moderation.,
medicine,itraconazole,,soy sauce,safe,Soy sauce with itraconazole generally poses no significant problem when consumed in moderation.,
medicine,cetirizine,,cranberry,safe,Cranberry with cetirizine generally poses no significant problem when consumed in moderation.,
medicine,clarithromycin,,ramen,safe,Ramen with clarithromycin generally poses no significant problem when consumed in moderation.,
medicine,nitrofurantoin,,rasam,safe,Rasam with nitrofurantoin generally poses no significant problem when consumed in moderation.,
medicine,tacrolimus,,biryani,safe,Biryani with tacrolimus generally poses no significant problem when consumed in moderation.,
medicine,pioglitazone,,jalebi,safe,Jalebi with pioglitazone generally poses no significant problem when consumed in moderation.,
medicine,phenytoin,,coconut water,safe,Coconut water with phenytoin generally poses no significant problem when consumed in moderation.,
medicine,fluoxetine,,french fries,safe,French fries with fluoxetine generally poses no significant problem when consumed in moderation.,
medicine,diclofenac,,black tea,safe,Black tea with diclofenac generally poses no significant problem when consumed in moderation.,
medicine,pioglitazone,,bitter gourd,safe,Bitter gourd with pioglitazone generally poses no significant problem when consumed in moderation.,
medicine,azithromycin,,bitter gourd,safe,Bitter gourd with azithromycin generally poses no significant problem when consumed in moderation.,
medicine,lisinopril,,oats,safe,Oats with lisinopril generally poses no significant problem when consumed in moderation.,
medicine,nitrofurantoin,,sambar,safe,Sambar with nitrofurantoin generally poses no significant problem when consumed in moderation.,
medicine,bupropion,,spinach soup,safe,Spinach soup with bupropion generally poses no significant problem when consumed in moderation.,
medicine,isocarboxazid,,black tea,safe,Black tea with isocarboxazid generally poses no significant problem when consumed in moderation.,
medicine,citalopram,,peda,safe,Peda with citalopram generally poses no significant problem when consumed in moderation.,
medicine,clarithromycin,,amla,safe,Amla with clarithromycin generally poses no significant problem when consumed in moderation.,
medicine,glimepiride,,black tea,safe,Black tea with glimepiride generally poses no significant problem when consumed in moderation.,
medicine,citalopram,,coffee,safe,Coffee with citalopram generally poses no significant problem when consumed in moderation.,
medicine,naproxen,,alcohol,risky,Alcohol with naproxen may increase gastric irritation or bleeding risk.,
medicine,metronidazole,,upma,safe,Upma with metronidazole generally poses no significant problem when consumed in moderation.,
medicine,pravastatin,,ginger,safe,Ginger with pravastatin generally poses no significant problem when consumed in moderation.,
medicine,gliclazide,,idli,safe,Idli with gliclazide generally poses no significant problem when consumed in moderation.,
medicine,levothyroxine,,black tea,safe,Black tea with levothyroxine generally poses no significant problem when consumed in moderation.,
medicine,insulin,,samosa,safe,Samosa with insulin generally poses no significant problem when consumed in moderation.,
medicine,diphenhydramine,,alcohol,safe,Alcohol with diphenhydramine generally poses no significant problem when consumed in moderation.,
medicine,phenelzine,,laddu,safe,Laddu with phenelzine generally poses no significant problem when consumed in moderation.,
medicine,ciprofloxacin,,ramen,safe,Ramen with ciprofloxacin generally poses no significant problem when consumed in moderation.,
medicine,losartan,,brown rice,safe,Brown rice with losartan generally poses no significant problem when consumed in moderation.,
medicine,metoprolol,,raisins,safe,Raisins with metoprolol generally poses no significant problem when consumed in moderation.,
medicine,calcium supplements,,milk,safe,Milk with calcium supplements generally poses no significant problem when consumed in moderation.,
medicine,apixaban,,momos,safe,Momos with apixaban generally poses no significant problem when consumed in moderation.,
medicine,fexofenadine,,bhujia,safe,Bhujia with fexofenadine generally poses no significant problem when consumed in moderation.,
medicine,insulin,,milk,safe,Milk with insulin generally poses no significant problem when consumed in moderation.,
medicine,lisinopril,,whole wheat roti,safe,Whole wheat roti with lisinopril generally poses no significant problem when consumed in moderation.,
medicine,lithium,,pakora,safe,Pakora with lithium generally poses no significant problem when consumed in moderation.,
medicine,ketoconazole,,rasam,safe,Rasam with ketoconazole generally poses no significant problem when consumed in moderation.,
medicine,atorvastatin,,bhujia,safe,Bhujia with atorvastatin generally poses no significant problem when consumed in moderation.,
medicine,telmisartan,,dates,risky,Dates is potassium-rich; ARBs can raise serum potassium.,
medicine,naproxen,,rajma,safe,Rajma with naproxen generally poses no significant problem when consumed in moderation.,
medicine,apixaban,,red wine,safe,Red wine with apixaban generally poses no significant problem when consumed in moderation.,
medicine,carbamazepine,,biryani,safe,Biryani with carbamazepine generally poses no significant problem when consumed in moderation.,
medicine,diphenhydramine,,peda,safe,Peda with diphenhydramine generally poses no significant problem when consumed in moderation.,
medicine,loratadine,,khichdi,safe,Khichdi with loratadine generally poses no significant problem when consumed in moderation.,
medicine,ibuprofen,,yogurt,safe,Yogurt with ibuprofen generally poses no significant problem when consumed in moderation.,
medicine,valproate,,yogurt,safe,Yogurt with valproate generally poses no significant problem when consumed in moderation.,
medicine,levetiracetam,,soy sauce,safe,Soy sauce with levetiracetam generally poses no significant problem when consumed in moderation.,
medicine,pioglitazone,,rajma,safe,Rajma with pioglitazone generally poses no significant problem when consumed in moderation.,
medicine,rivaroxaban,,turmeric latte,safe,Turmeric latte with rivaroxaban generally poses no significant problem when consumed in moderation.,
medicine,paracetamol,,khichdi,safe,Khichdi with paracetamol generally poses no significant problem when consumed in moderation.,
medicine,losartan,,red wine,safe,Red wine with losartan generally poses no significant problem when consumed in moderation.,
medicine,citalopram,,khichdi,safe,Khichdi with citalopram generally poses no significant problem when consumed in moderation.,
medicine,tranylcypromine,,kimchi,dangerous,Tyramine in kimchi can cause severe hypertension with MAOIs like tranylcypromine.,
medicine,telmisartan,,idli,safe,Idli with telmisartan generally poses no significant problem when consumed in moderation.,
medicine,citalopram,,naan,safe,Naan with citalopram generally poses no significant problem when consumed in moderation.,
medicine,warfarin,,kimchi,safe,Kimchi with warfarin generally poses no significant problem when consumed in moderation.,
medicine,ciprofloxacin,,orange juice,safe,Orange juice with ciprofloxacin generally poses no significant problem when consumed in moderation.,
medicine,pioglitazone,,green tea,safe,Green tea with pioglitazone generally poses no significant problem when consumed in moderation.,
medicine,amlodipine,,bread,safe,Bread with amlodipine generally poses no significant problem when consumed in moderation.,
medicine,apixaban,,spinach soup,safe,Spinach soup with apixaban generally poses no significant problem when consumed in moderation.,
medicine,ramipril,,sweet potato,risky,Sweet potato is high in potassium; ACE inhibitors may increase hyperkalemia risk.,
medicine,amitriptyline,,gulab jamun,safe,Gulab jamun with amitriptyline generally poses no significant problem when consumed in moderation.,
medicine,lithium,,naan,safe,Naan with lithium generally poses no significant problem when consumed in moderation.,
medicine,phenelzine,,soy sauce,dangerous,Tyramine in soy sauce can cause severe hypertension with MAOIs like phenelzine.,
medicine,lisinopril,,ice cream,safe,Ice cream with lisinopril generally poses no significant problem when consumed in moderation.,
medicine,losartan,,laddu,safe,Laddu with losartan generally poses no significant problem when consumed in moderation.,
medicine,fluconazole,,dosa,safe,Dosa with fluconazole generally poses no significant problem when consumed in moderation.,
